Phone,State,Area Code,Int'l Plan,VMail Plan,Account Length,VMail Message,Day Mins,Eve Mins,Night Mins,Intl Mins,CustServ Est Mins,CustServ Actual Mins,CustServ Calls,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Intl Calls,Intl Charge,Total Charge,Churn
399-6786,DC,408,0,0,63,0,83,177,245.7,13,,17,0,64,14.11,106,15.05,89,11.06,3,3.51,43.73,0
358-3261,MN,415,0,1,53,24,145.7,220.5,249.9,13.1,51,28,3,146,24.77,136,18.74,96,11.25,5,3.54,58.3,0
377-9932,DE,408,0,0,62,0,182.3,328.2,245,11.2,22,39,2,101,30.99,93,27.9,131,11.03,1,3.02,72.94,0
397-4030,MD,415,0,0,97,0,218,184,240.5,6.4,56,45,,86,37.06,94,15.64,110,10.82,8,1.73,65.25,0
367-1062,MI,510,0,0,105,0,140.6,178.6,217,6.8,,42,2,109,23.9,51,15.18,83,9.76,3,1.84,50.68,0
341-8467,WA,415,0,0,157,0,152.7,257.5,198.1,9.4,30,35,1,105,25.96,80,21.89,93,8.91,4,2.54,59.3,0
339-9453,MO,415,0,1,66,36,106.7,209.8,190.4,12.1,29,,1,76,18.14,77,17.83,117,8.57,2,3.27,47.81,0
344-3388,IN,415,0,0,122,0,243.8,83.9,179.8,13.7,,31,2,98,41.45,72,7.13,84,8.09,8,3.7,60.37,0
375-8013,OR,415,0,0,38,0,194.4,186.7,223.3,10.8,,,3,94,33.05,95,15.87,90,10.05,5,2.92,61.89,0
408-4142,MD,510,0,0,106,0,213.9,151.9,260.1,12.2,45,49,3,95,36.36,70,12.91,124,11.7,5,3.29,64.26,0
386-3671,RI,510,0,0,99,0,217.2,246.7,226.1,15.8,47,38,3,112,36.92,89,20.97,89,10.17,7,4.27,72.33,0
411-2284,LA,415,0,0,99,0,241.1,155.6,188.2,11.6,12,15,1,72,40.99,98,13.23,109,8.47,10,3.13,65.82,0
346-7795,AZ,510,1,0,144,0,203.5,247.6,194.3,11.9,,0,,100,34.6,103,21.05,94,8.74,11,3.21,67.6,0
333-5609,PA,415,0,1,82,24,155.2,244.5,122.4,10.7,21,30,1,131,26.38,106,20.78,68,5.51,3,2.89,55.56,0
405-1842,AZ,408,0,1,86,31,167.6,113,246.9,12.2,,11,1,139,28.49,118,9.61,121,11.11,6,3.29,52.5,0
366-6345,FL,510,1,0,70,0,226.7,228.1,73.2,17.6,47,20,2,98,38.54,115,19.39,93,3.29,4,4.75,65.97,1
337-9345,LA,415,0,0,93,0,179.3,178.6,225.2,11.5,,54,3,93,30.48,98,15.18,131,10.13,6,3.11,58.9,0
328-6770,FL,415,0,0,93,0,151.4,186.4,172.5,10.9,7,30,0,89,25.74,76,15.84,120,7.76,3,2.94,52.28,0
380-7321,FL,415,0,0,120,0,180,224.2,265.4,4.7,43,,3,80,30.6,82,19.06,91,11.94,7,1.27,62.87,0
375-1476,MD,415,0,0,136,0,250.2,267.1,151,13,35,41,1,121,42.53,118,22.7,114,6.8,2,3.51,75.54,1
356-1567,AL,415,0,0,106,0,223,110.1,188.7,7.1,18,12,0,121,37.91,98,9.36,107,8.49,12,1.92,57.68,0
422-6685,WA,415,0,0,81,0,183.6,152.6,212.2,12.2,,,3,116,31.21,98,12.97,99,9.55,6,3.29,57.02,0
336-1090,TN,408,0,1,127,22,166,174.5,244.9,10.2,37,28,1,114,28.22,103,14.83,68,11.02,6,2.75,56.82,0
343-2095,MS,415,0,0,65,0,136.1,272.9,220.2,4.4,10,20,,112,23.14,96,23.2,104,9.91,2,1.19,57.44,0
345-3934,ME,408,0,0,35,0,149.3,242.2,174.3,8.9,38,55,2,113,25.38,122,20.59,104,7.84,6,2.4,56.21,0
338-8050,OK,408,0,0,88,0,65.4,168.2,236,13.8,31,32,2,97,11.12,76,14.3,113,10.62,1,3.73,39.77,0
388-9568,IN,415,0,0,65,0,213.4,234.5,250.1,2.7,30,33,1,111,36.28,94,19.93,123,11.25,4,0.73,68.19,0
402-6591,MO,415,0,0,123,0,206.9,244.7,221.5,7.7,51,,,85,35.17,78,20.8,136,9.97,2,2.08,68.02,0
403-6419,IA,408,0,1,126,27,186.2,189.6,76.5,9.6,28,47,2,78,31.65,83,16.12,139,3.44,3,2.59,53.8,0
386-9790,VA,415,0,1,104,23,280.2,220.5,136.9,13.3,56,,,136,47.63,92,18.74,102,6.16,3,3.59,76.12,0
378-5692,KY,415,0,1,45,22,196.6,313.2,163.3,11.9,22,16,,84,33.42,92,26.62,108,7.35,3,3.21,70.6,0
360-3324,MD,408,1,0,93,0,312,129.4,217.6,10.5,12,,0,109,53.04,100,11,74,9.79,2,2.84,76.67,1
410-3719,OH,415,1,1,63,36,199,291.3,197.6,11,20,,1,110,33.83,111,24.76,92,8.89,6,2.97,70.45,0
352-4221,OK,415,0,0,100,0,203.1,217,180.9,13.5,31,50,3,96,34.53,126,18.45,122,8.14,2,3.65,64.77,0
327-6179,NV,415,0,0,53,0,168.8,220.3,154.3,10.9,2,,0,97,28.7,87,18.73,113,6.94,2,2.94,57.31,0
359-6196,ID,415,1,0,92,0,173.1,240.3,233.2,9,31,,,140,29.43,105,20.43,117,10.49,5,2.43,62.78,0
374-9107,MN,510,0,0,139,0,134.4,211.3,193.6,10.2,68,66,5,106,22.85,98,17.96,125,8.71,2,2.75,52.27,1
357-4078,SD,408,0,1,110,40,202.6,118.8,234.9,9,25,39,2,103,34.44,128,10.1,98,10.57,9,2.43,57.54,0
366-5780,IL,408,0,0,110,0,74.5,200.8,192.2,9.8,45,,3,117,12.67,98,17.07,101,8.65,7,2.65,41.04,0
393-9619,WY,510,0,0,215,0,83.6,120.9,226.6,10.7,6,,0,148,14.21,91,10.28,110,10.2,9,2.89,37.58,0
355-9295,AL,415,0,0,73,0,192.2,168.6,139.8,9.4,,,1,86,32.67,116,14.33,87,6.29,6,2.54,55.83,0
400-5751,NJ,510,0,0,138,0,220.2,88.3,195.3,12.9,16,,0,89,37.43,125,7.51,79,8.79,5,3.48,57.21,0
338-1027,NV,415,1,0,137,0,135.1,134.1,223.1,12.3,35,41,2,95,22.97,102,11.4,81,10.04,2,3.32,47.73,1
405-8867,IN,415,0,0,36,0,253.4,182.4,275.8,8.4,,13,1,77,43.08,151,15.5,103,12.41,2,2.27,73.26,0
336-5616,WV,408,0,0,85,0,225,176.9,194.3,7.1,39,,3,81,38.25,63,15.04,110,8.74,2,1.92,63.95,0
335-1697,VA,408,0,0,108,0,198.5,267.8,354.9,9.4,30,0,,99,33.75,60,22.76,75,15.97,3,2.54,75.02,1
331-5138,SC,408,0,0,22,0,110.3,166.5,202.3,9.5,21,10,0,107,18.75,93,14.15,96,9.1,5,2.57,44.57,0
385-8240,RI,415,0,1,107,37,60,102.2,261.8,11.1,,0,0,102,10.2,80,8.69,106,11.78,3,3,33.67,0
348-1359,IN,510,0,0,51,0,214.8,149.7,283.4,10.2,19,33,,94,36.52,58,12.72,66,12.75,5,2.75,64.74,0
354-7339,AZ,408,0,0,94,0,181.8,202.4,245.9,9.2,64,73,,85,30.91,98,17.2,97,11.07,2,2.48,61.66,0
349-1687,NM,510,0,1,119,23,154,278,228.4,11.8,22,17,2,114,26.18,137,23.63,112,10.28,4,3.19,63.28,0
380-2558,OR,415,0,1,33,29,157.4,117.9,279.2,13.9,41,,4,99,26.76,80,10.02,79,12.56,11,3.75,53.09,1
365-2153,NJ,415,0,0,106,0,207.9,172,191.8,14.4,55,67,4,91,35.34,109,14.62,143,8.63,7,3.89,62.48,0
345-6043,MS,408,0,0,82,0,207,232.9,172.4,9.1,40,41,3,90,35.19,83,19.8,108,7.76,8,2.46,65.21,0
349-2808,MI,510,0,1,86,41,119,230,236.9,9.5,,13,0,101,20.23,134,19.55,58,10.66,3,2.57,53.01,0
411-1715,TX,415,1,0,97,0,143.7,273,178.3,10.9,16,28,0,117,24.43,82,23.21,81,8.02,3,2.94,58.6,0
385-2488,FL,408,0,1,106,32,165.9,216.5,173.1,14.1,,78,4,126,28.2,93,18.4,86,7.79,8,3.81,58.2,0
377-7177,DC,510,0,0,108,0,138.6,172.3,231.6,9.8,34,,1,122,23.56,117,14.65,92,10.42,3,2.65,51.28,0
342-1099,TX,415,0,0,114,0,84.7,249.9,193.4,14.5,38,18,1,118,14.4,86,21.24,95,8.7,8,3.92,48.26,0
386-4170,KS,408,1,0,92,0,62.6,180.6,221.7,10.4,10,18,1,111,10.64,126,15.35,80,9.98,2,2.81,38.78,1
413-1269,UT,510,0,0,59,0,155.2,235.3,169.4,8.7,,13,1,79,26.38,123,20,80,7.62,4,2.35,56.35,0
396-4460,MN,510,0,1,24,25,164.9,209.3,231.2,6.7,,28,1,110,28.03,105,17.79,55,10.4,9,1.81,58.03,0
334-2730,IL,408,0,0,151,0,134.5,143.1,223.9,15.4,13,6,1,88,22.87,112,12.16,61,10.08,1,4.16,49.27,0
340-3182,NM,415,0,0,117,0,143.3,211.3,185.2,11.5,14,13,1,103,24.36,108,17.96,96,8.33,3,3.11,53.76,0
377-8608,SC,510,0,0,78,0,168.3,221.2,241,12.5,21,35,1,110,28.61,73,18.8,136,10.85,1,3.38,61.64,0
417-3676,NC,408,0,0,155,0,262.4,194.6,146.5,8.3,48,47,2,55,44.61,113,16.54,85,6.59,6,2.24,69.98,0
417-6774,WV,510,0,1,114,30,206.2,260,291.6,11.4,,,1,79,35.05,91,22.1,83,13.12,6,3.08,73.35,0
411-9554,RI,510,0,1,114,28,225.8,193,232.4,8.4,58,47,4,94,38.39,117,16.41,100,10.46,9,2.27,67.53,0
420-3192,NH,408,0,0,119,0,138.3,170.5,263.9,13.5,38,64,3,89,23.51,78,14.49,98,11.88,6,3.65,53.53,0
389-1475,MO,510,0,1,64,48,94.4,136.2,147.4,4.5,17,19,0,104,16.05,101,11.58,89,6.63,4,1.22,35.48,0
343-7734,MA,408,1,0,118,0,160,175.4,184.8,9.9,25,48,2,123,27.2,96,14.91,99,8.32,3,2.67,53.1,0
410-3390,PA,415,0,0,101,0,206.6,224.9,249.9,14.6,5,4,0,105,35.12,117,19.12,100,11.25,3,3.94,69.43,0
344-6495,OK,415,0,0,117,0,134.7,180,200.9,7.7,26,13,1,121,22.9,83,15.3,104,9.04,3,2.08,49.32,0
331-6229,AL,415,0,1,49,28,214.4,235.2,206.2,8,57,31,,78,36.45,100,19.99,107,9.28,13,2.16,67.88,0
337-7501,WY,415,0,0,139,0,192.8,234.4,203.2,13,46,47,3,104,32.78,96,19.92,101,9.14,3,3.51,65.35,0
339-9631,PA,408,0,1,92,28,151.1,194.8,239.2,10,34,,1,90,25.69,79,16.56,114,10.76,3,2.7,55.71,0
369-4384,WA,415,0,0,83,0,221.4,231.8,122.5,9.8,42,31,3,103,37.64,103,19.7,100,5.51,5,2.65,65.5,0
416-3915,HI,510,1,0,148,0,218.9,208,203.3,11.1,27,33,0,88,37.21,85,17.68,99,9.15,4,3,67.04,0
339-3049,SD,408,0,1,144,48,189.8,123.4,214.2,6.5,,19,2,96,32.27,67,10.49,106,9.64,2,1.76,54.16,1
361-7998,AL,415,0,1,131,25,192.7,225.9,254.2,10.9,48,32,2,85,32.76,105,19.2,59,11.44,6,2.94,66.34,0
355-4842,VT,510,1,0,146,0,204.4,219.1,222.7,10.5,49,37,3,135,34.75,90,18.62,114,10.02,6,2.84,66.23,0
387-6440,MT,415,0,0,143,0,172.3,174,188.2,13,47,42,2,97,29.29,108,14.79,119,8.47,4,3.51,56.06,0
369-2625,MN,415,0,0,81,0,198.4,210.9,193.3,10.4,23,38,2,93,33.73,108,17.93,71,8.7,6,2.81,63.17,0
389-7073,AK,415,0,1,48,37,211.7,159.9,144.1,12.2,19,21,,115,35.99,84,13.59,80,6.48,1,3.29,59.35,0
370-8463,MI,415,0,1,86,28,221.6,288.4,240.3,9,33,18,1,74,37.67,100,24.51,105,10.81,2,2.43,75.42,0
362-7318,DE,415,0,0,71,0,197.9,181.5,281.4,6.7,55,60,3,108,33.64,109,15.43,56,12.66,5,1.81,63.54,0
412-1194,SD,408,0,1,145,24,147.5,175.7,252.1,15.6,27,30,2,90,25.08,108,14.93,102,11.34,3,4.21,55.56,0
355-9508,MI,510,0,0,137,0,206.4,128,194.5,8.8,39,,2,122,35.09,102,10.88,84,8.75,5,2.38,57.1,0
352-8202,KS,408,0,0,137,0,205.9,209.3,289.9,14.5,21,36,2,88,35,86,17.79,84,13.05,4,3.92,69.76,0
335-5882,AL,510,0,0,167,0,207.6,132.4,255.2,14.1,5,38,0,88,35.29,63,11.25,98,11.48,5,3.81,61.83,0
352-6976,OK,510,0,0,89,0,303.9,260.9,312.1,5.3,12,,1,95,51.66,114,22.18,89,14.04,3,1.43,89.31,1
393-6733,CT,415,0,1,199,34,230.6,219.4,299.3,8,23,18,0,121,39.2,99,18.65,94,13.47,2,2.16,73.48,0
335-1838,NE,510,0,0,132,0,99.5,129.1,125.1,9.7,11,8,0,110,16.92,80,10.97,124,5.63,3,2.62,36.14,0
355-6930,WI,510,0,0,94,0,177.1,194,146.7,5.9,34,18,1,112,30.11,112,16.49,108,6.6,4,1.59,54.79,0
387-5860,CT,415,0,1,96,37,172.7,120.1,216.1,10.3,78,,5,93,29.36,116,10.21,86,9.72,5,2.78,52.07,1
343-2605,WI,510,0,1,96,18,172.7,133.4,259.5,9.8,,10,1,86,29.36,113,11.34,70,11.68,3,2.65,55.03,0
350-6759,IN,510,0,0,166,0,204.2,179.9,216.8,9.5,,,,115,34.71,152,15.29,109,9.76,5,2.57,62.33,0
371-1514,DC,415,0,0,74,0,85.7,247.7,142.4,10.1,48,42,2,83,14.57,67,21.05,85,6.41,5,2.73,44.76,0
346-9317,AR,415,0,0,36,0,157.6,184.3,240.4,11.9,23,13,0,117,26.79,58,15.67,99,10.82,1,3.21,56.49,0
398-4313,ME,415,0,0,113,0,215.5,218.7,207.1,6.6,51,,,129,36.64,117,18.59,91,9.32,9,1.78,66.33,0
412-4399,MN,415,0,0,94,0,181.5,199.9,287.7,6.6,27,36,1,98,30.86,88,16.99,114,12.95,5,1.78,62.58,0
330-1835,MD,415,0,0,67,0,171.7,110.4,195.4,11.9,33,52,,80,29.19,81,9.38,111,8.79,4,3.21,50.57,0
416-1676,FL,415,0,0,127,0,266.6,264.8,207.2,5.9,25,43,1,106,45.32,168,22.51,119,9.32,2,1.59,78.74,1
329-7347,RI,408,0,0,121,0,170.4,350.5,297,11.2,25,21,0,108,28.97,68,29.79,87,13.37,3,3.02,75.15,1
360-6868,IA,415,0,0,158,0,158,292.5,241.1,9.1,30,25,1,106,26.86,114,24.86,89,10.85,4,2.46,65.03,0
405-6641,AZ,510,0,0,136,0,92,253.6,214.1,10.3,29,,1,117,15.64,77,21.56,90,9.63,10,2.78,49.61,0
393-2373,MO,415,0,0,196,0,234,249.5,173.1,9.1,50,43,2,109,39.78,114,21.21,70,7.79,5,2.46,71.24,0
419-1714,VT,415,0,0,113,0,272.1,268.5,213.8,8.5,31,19,1,111,46.26,118,22.82,105,9.62,10,2.3,81,1
336-3819,IN,408,0,0,122,0,296.4,214.8,133.9,11.4,65,,4,99,50.39,89,18.26,107,6.03,3,3.08,77.76,1
341-3464,RI,510,0,0,112,0,194.4,190.3,183.4,11.4,10,5,0,101,33.05,82,16.18,107,8.25,2,3.08,60.56,0
413-5310,SD,415,0,0,209,0,227.2,258.4,183.5,8.9,46,59,3,128,38.62,92,21.96,74,8.26,4,2.4,71.24,0
366-7912,MN,415,0,0,62,0,248.7,220,265.7,13.2,23,28,,109,42.28,118,18.7,78,11.96,2,3.56,76.5,1
399-8845,TX,415,0,1,110,38,236.3,195.9,183.5,9.7,36,,1,102,40.17,112,16.65,82,8.26,6,2.62,67.7,0
368-2583,VA,510,0,0,16,0,205.6,169.5,220.1,10.9,,18,0,69,34.95,93,14.41,64,9.9,3,2.94,62.2,0
360-6309,MA,408,0,0,73,0,94.1,280.3,205,9.8,6,20,0,136,16,122,23.83,77,9.23,4,2.65,51.71,0
359-5890,ID,408,0,0,128,0,125.2,205.4,254.4,18.9,12,18,0,99,21.28,107,17.46,111,11.45,2,5.1,55.29,0
332-2462,MA,408,0,0,39,0,60.4,306.2,123.9,12.4,29,,1,158,10.27,120,26.03,46,5.58,3,3.35,45.23,0
381-9196,GA,415,0,1,103,28,121,270.4,160.5,7.7,39,31,2,105,20.57,100,22.98,76,7.22,4,2.08,52.85,0
329-3222,RI,415,0,1,119,29,117.8,256.8,147.6,7.6,49,51,3,66,20.03,114,21.83,76,6.64,3,2.05,50.55,0
363-5819,ID,510,0,1,173,21,232.4,211.9,273,5,40,40,3,96,39.51,118,18.01,102,12.29,5,1.35,71.16,0
413-9269,SD,510,1,1,128,32,223.5,188.8,154.9,9.4,33,21,2,81,38,74,16.05,101,6.97,2,2.54,63.56,1
330-7483,MA,510,0,0,86,0,176.3,259.2,287.4,6.2,29,25,0,79,29.97,97,22.03,78,12.93,3,1.67,66.6,0
403-7775,WY,415,0,1,114,32,125.2,177.8,232.4,12.9,,36,1,79,21.28,105,15.11,89,10.46,3,3.48,50.33,0
360-2479,VA,408,0,0,104,0,138.7,256.9,234.9,10,12,18,0,107,23.58,113,21.84,74,10.57,3,2.7,58.69,0
394-3791,OR,415,0,0,148,0,86.3,246.6,251.6,11.3,19,,1,134,14.67,92,20.96,91,11.32,4,3.05,50,0
384-2632,VA,408,0,0,129,0,207,154.9,245.1,13.4,44,51,3,91,35.19,121,13.17,112,11.03,5,3.62,63.01,0
359-8466,ME,510,0,1,100,30,58.8,219.5,152.3,7.1,13,8,0,104,10,107,18.66,118,6.85,3,1.92,37.43,0
331-8909,AL,408,0,1,121,35,68.7,209.2,197.4,11.4,39,30,1,95,11.68,69,17.78,42,8.88,4,3.08,41.42,0
359-5160,GA,408,0,1,143,33,239.2,235.5,156.3,9.5,12,25,1,109,40.66,112,20.02,95,7.03,4,2.57,70.28,0
330-9833,IA,510,0,0,76,0,198.3,217.1,188.4,12.5,,23,0,130,33.71,86,18.45,96,8.48,3,3.38,64.02,0
362-2314,AZ,510,0,0,158,0,205.2,240.6,79.7,14.4,10,27,0,97,34.88,77,20.45,108,3.59,12,3.89,62.81,0
338-8478,FL,510,0,0,116,0,192.1,312.9,130.2,7.9,40,62,3,98,32.66,135,26.6,94,5.86,2,2.13,67.25,0
387-5453,MT,415,0,0,54,0,272.6,248.7,197.4,9.5,,23,1,83,46.34,74,21.14,111,8.88,2,2.57,78.93,1
380-3437,AL,415,0,0,86,0,128.3,197.1,138.4,12.2,88,73,7,121,21.81,93,16.75,152,6.23,5,3.29,48.08,1
365-8779,DE,510,0,0,108,0,169.6,264.1,206.3,9.3,,20,0,99,28.83,87,22.45,78,9.28,4,2.51,63.07,0
407-2750,MT,510,0,0,66,0,201.3,152.8,233.2,7.5,12,43,1,95,34.22,66,12.99,101,10.49,4,2.03,59.73,0
396-8265,KY,408,0,1,151,17,214.7,138.5,169.1,8.6,21,29,1,97,36.5,90,11.77,44,7.61,4,2.32,58.2,0
397-4304,SC,510,0,0,99,0,169.2,271.5,170.2,10.6,1,,0,70,28.76,77,23.08,104,7.66,2,2.86,62.36,0
333-2611,WA,415,0,0,55,0,194.1,176.6,302.8,7,25,24,2,121,33,110,15.01,136,13.63,7,1.89,63.53,0
409-8814,OR,510,0,0,77,0,233.8,266.5,212.7,7.6,43,31,2,104,39.75,94,22.65,104,9.57,3,2.05,74.02,0
336-5406,AK,408,0,0,78,0,225.1,199.2,175.5,14.6,3,26,0,67,38.27,127,16.93,102,7.9,2,3.94,67.04,0
343-6940,GA,415,0,0,89,0,213,176.6,262.6,9.1,14,,1,63,36.21,71,15.01,126,11.82,1,2.46,65.5,1
361-9923,MN,415,0,0,101,0,183.9,255.9,275,10.8,32,14,1,115,31.26,101,21.75,145,12.38,11,2.92,68.31,0
350-6639,IL,415,0,1,44,34,221.8,161.7,227.7,14,18,2,0,105,37.71,85,13.74,62,10.25,7,3.78,65.48,0
376-4300,IN,408,0,1,98,21,64.6,176.1,244.8,0,,,2,98,10.98,86,14.97,84,11.02,0,0,36.97,0
349-6567,SC,510,0,1,64,37,154.6,83.4,165.9,13.3,39,26,1,92,26.28,103,7.09,99,7.47,3,3.59,44.43,0
333-7749,VA,415,0,0,141,0,260.2,179.2,135,7.2,32,58,,131,44.23,120,15.23,119,6.08,8,1.94,67.48,0
408-6089,WI,415,0,1,81,33,161.6,123,261.3,12.2,27,,1,117,27.47,90,10.46,101,11.76,5,3.29,52.98,0
375-2165,VT,510,0,0,162,0,220.6,155.2,186.7,10.5,31,16,1,117,37.5,121,13.19,89,8.4,11,2.84,61.93,0
400-6999,AZ,415,0,1,83,41,155.9,162.3,127.6,13.1,34,,3,122,26.5,107,13.8,105,5.74,5,3.54,49.58,0
420-7823,FL,510,0,0,100,0,107,105.7,243.1,12.8,46,59,4,63,18.19,67,8.98,74,10.94,3,3.46,41.57,1
366-5241,AK,510,0,0,59,0,182.5,204.7,229.9,11.3,,70,4,104,31.03,95,17.4,100,10.35,8,3.05,61.83,0
413-3412,AR,415,1,1,179,38,220.1,234.3,237.3,10.1,41,39,4,78,37.42,71,19.92,85,10.68,4,2.73,70.75,0
406-2752,AR,408,0,0,79,0,152.2,177.2,96.4,5.3,27,9,1,112,25.87,132,15.06,87,4.34,3,1.43,46.7,0
337-8078,AK,415,0,0,117,0,181.5,205.1,204,14.7,,,2,95,30.86,88,17.43,82,9.18,9,3.97,61.44,0
402-1942,MS,408,1,0,64,0,236.2,218.6,194.1,13.2,23,33,2,77,40.15,85,18.58,97,8.73,2,3.56,71.02,1
371-7917,ME,415,0,0,31,0,166.1,79.3,213.7,12.7,35,41,1,105,28.24,93,6.74,98,9.62,2,3.43,48.03,0
343-6374,CA,408,1,0,124,0,244.6,188.8,206,11.3,23,21,1,89,41.58,80,16.05,114,9.27,4,3.05,69.95,0
385-8730,NM,408,0,1,122,23,134.2,227.3,122.4,8.5,43,34,2,85,22.81,132,19.32,96,5.51,2,2.3,49.94,0
393-7892,NE,408,1,1,37,39,149.7,211.1,114.3,9.2,19,36,1,122,25.45,75,17.94,90,5.14,4,2.48,51.01,0
407-6748,SC,408,0,1,90,29,150.1,264.7,178.4,5.8,,3,1,109,25.52,103,22.5,97,8.03,4,1.57,57.62,0
341-4463,CO,408,1,0,159,0,257.1,312.2,183,8.8,,32,,53,43.71,127,26.54,82,8.24,6,2.38,80.87,1
351-2587,DE,415,0,0,148,0,124.4,179.7,253,11.3,29,0,0,83,21.15,81,15.27,99,11.39,6,3.05,50.86,0
421-9752,OH,415,0,1,39,36,141.7,232.3,222.1,12,,26,1,121,24.09,113,19.75,131,9.99,5,3.24,57.07,0
356-4001,MS,408,0,0,77,0,230,103.2,309.6,11.3,42,,2,87,39.1,138,8.77,136,13.93,3,3.05,64.85,0
328-9869,OK,408,0,0,194,0,162.3,213.7,192.1,10.9,20,6,0,88,27.59,118,18.16,81,8.64,2,2.94,57.33,0
343-5709,CO,415,0,0,154,0,350.8,216.5,253.9,10.1,37,35,1,75,59.64,94,18.4,100,11.43,9,2.73,92.2,1
334-1872,NC,415,0,0,112,0,193.3,264.1,128.6,9.1,,46,4,96,32.86,123,22.45,115,5.79,3,2.46,63.56,0
350-1040,MD,415,0,0,45,0,78.2,253.4,255,18,14,,1,127,13.29,108,21.54,100,11.48,3,4.86,51.17,0
369-3214,KS,415,0,0,132,0,83.4,232.2,146.7,7.6,,32,1,110,14.18,137,19.74,114,6.6,5,2.05,42.57,0
385-6778,MA,415,0,0,128,0,195.6,267.8,164.9,16,6,12,0,99,33.25,120,22.76,76,7.42,2,4.32,67.75,0
383-7689,NC,415,0,0,135,0,201.8,225,204.4,10.3,13,25,1,81,34.31,114,19.13,82,9.2,6,2.78,65.42,0
385-5722,NM,408,0,0,56,0,197,222.8,225.3,10.6,41,38,2,110,33.49,102,18.94,91,10.14,6,2.86,65.43,0
357-1909,CA,415,1,0,151,0,218,114.4,269.2,12.4,11,,0,57,37.06,88,9.72,95,12.11,1,3.35,62.24,1
364-3567,NY,415,0,0,32,0,164.8,229.9,167.3,14.8,,38,2,98,28.02,96,19.54,108,7.53,2,4,59.09,0
422-4241,AZ,415,0,0,90,0,179.2,210.7,276.9,9.2,,,2,77,30.46,99,17.91,58,12.46,6,2.48,63.31,0
370-2957,SD,415,0,1,87,21,214,180,134.5,10.6,,25,0,113,36.38,114,15.3,82,6.05,5,2.86,60.59,0
329-6562,DC,415,0,0,138,0,170.5,118.2,187.9,11.2,46,32,2,87,28.99,116,10.05,111,8.46,7,3.02,50.52,0
363-3515,ND,408,0,0,79,0,205.7,214.5,226.1,6.7,34,39,1,123,34.97,108,18.23,106,10.17,18,1.81,65.18,0
374-7787,MO,415,1,0,95,0,165.5,286.2,198.9,11.5,17,,1,84,28.14,112,24.33,89,8.95,2,3.11,64.53,1
345-2931,KS,415,0,0,127,0,221,160.7,233.1,6.8,25,40,2,100,37.57,113,13.66,96,10.49,4,1.84,63.56,0
373-5732,SD,510,0,0,137,0,242.1,191,218.6,14.7,45,62,3,118,41.16,93,16.24,50,9.84,2,3.97,71.21,0
348-7437,OK,415,0,0,97,0,151.6,155.4,240,14.7,37,31,1,107,25.77,96,13.21,112,10.8,4,3.97,53.75,0
332-9460,OR,415,1,0,149,0,176.2,145,249.5,5.7,28,,0,87,29.95,81,12.33,92,11.23,4,1.54,55.05,0
355-6531,IN,415,1,1,117,22,196,322.7,225.6,3.7,29,40,1,82,33.32,82,27.43,120,10.15,5,1,71.9,0
336-9390,OH,408,0,0,84,0,159.5,247.1,187.9,7.2,49,,2,125,27.12,90,21,82,8.46,4,1.94,58.52,0
346-8581,KS,415,0,0,137,0,230.2,220.4,204.7,10.7,42,59,,113,39.13,79,18.73,111,9.21,7,2.89,69.96,0
363-8824,CT,415,0,0,99,0,146.7,274,321.3,8.9,40,41,3,64,24.94,99,23.29,98,14.46,1,2.4,65.09,0
353-3351,NH,510,0,0,54,0,210.5,204.5,127.8,8.5,14,6,1,102,35.79,83,17.38,53,5.75,5,2.3,61.22,0
360-4320,WI,415,0,0,85,0,102,270.2,148.2,10.7,35,,1,95,17.34,139,22.97,105,6.67,3,2.89,49.87,0
417-6252,MS,510,0,0,150,0,126,238.5,285.1,10.2,46,36,3,99,21.42,73,20.27,100,12.83,6,2.75,57.27,0
393-4949,WV,415,0,0,43,0,168.4,243.8,214.7,11.1,20,,1,125,28.63,89,20.72,102,9.66,2,3,62.01,0
401-3156,MA,415,0,0,35,0,105.6,258.2,213.1,8.7,15,3,0,129,17.95,129,21.95,77,9.59,3,2.35,51.84,0
338-6283,MD,415,0,0,98,0,206.5,176.2,232.8,12.4,76,56,5,92,35.11,152,14.98,115,10.48,5,3.35,63.92,0
352-9017,PA,510,0,0,112,0,217.1,205.2,185.7,9.4,,45,2,76,36.91,100,17.44,91,8.36,3,2.54,65.25,0
405-5305,WI,510,0,0,16,0,229.6,205.7,166.2,10.8,22,13,,78,39.03,108,17.48,91,7.48,2,2.92,66.91,1
376-9249,TN,415,0,1,98,22,278.3,93.4,107.6,9.7,26,0,,89,47.31,143,7.94,42,4.84,5,2.62,62.71,0
339-7139,TX,408,0,0,84,0,138.6,199,204.1,7.8,24,15,0,102,23.56,93,16.92,137,9.18,4,2.11,51.77,0
328-6011,OR,415,0,0,94,0,234.4,279.3,234.2,2,,22,1,103,39.85,109,23.74,121,10.54,2,0.54,74.67,1
378-1303,IL,510,0,0,84,0,181.5,130.7,186.5,8.5,14,36,1,129,30.86,112,11.11,118,8.39,4,2.3,52.66,0
402-5155,DC,415,0,0,66,0,167.3,230,191.7,10.6,10,24,1,91,28.44,68,19.55,118,8.63,5,2.86,59.48,1
333-5430,GA,415,0,1,98,31,121,218.9,226.7,12,14,16,1,105,20.57,98,18.61,110,10.2,1,3.24,52.62,0
